datetime_ist,date,time,cwc_rainfall_mm,rainfall_6h_mm,rainfall_24h_mm,rainfall_72h_mm,pore_pressure_kpa,pore_pressure_mbar,pressure_change_24h_kpa,tilt_deg,pitch_deg,roll_deg,yaw_deg,accel_x_ms2,accel_y_ms2,accel_z_ms2,gyro_x_dps,gyro_y_dps,gyro_z_dps,landslide_risk_score,landslide_risk_level,landslide_event
15-10-2024 23:00,15-10-2024,23:00:00,0,0,10.44,43.38,3.147,31.47,-0.374,3.668,0.773,0.993,4.566,-0.008,0.0144,9.7865,0.1327,0.0717,-0.0017,0.0006,LOW,0
16-10-2024 00:00,16-10-2024,00:00:00,0,0,10.44,43.38,3.071,30.71,-0.413,3.66,0.761,0.984,4.841,-0.0154,0.0105,9.8087,-0.0818,-0.026,0.0094,0,LOW,0
16-10-2024 01:00,16-10-2024,01:00:00,0,0,10.44,43.38,3.021,30.21,-0.414,3.666,0.754,0.978,4.696,-0.0335,0.0062,9.799,0.0518,-0.0104,-0.1701,0.0024,LOW,0
16-10-2024 02:00,16-10-2024,02:00:00,0,0,10.44,43.38,2.984,29.84,-0.401,3.679,0.751,0.975,4.512,0.0131,-0.0053,9.8528,-0.1107,-0.0241,0.1187,0.0191,LOW,0
16-10-2024 03:00,16-10-2024,03:00:00,0,0,10.44,43.38,2.957,29.57,-0.399,3.682,0.751,0.973,4.749,0.0083,-0.0115,9.7836,0.1533,0.1061,0.0842,0,LOW,0
16-10-2024 04:00,16-10-2024,04:00:00,0,0,10.44,43.38,2.921,29.21,-0.42,3.666,0.751,0.972,4.752,0.0156,-0.0067,9.7811,0.0653,-0.0102,-0.2716,0.0137,LOW,0
16-10-2024 05:00,16-10-2024,05:00:00,0,0,10.44,43.38,2.857,28.57,-0.455,3.67,0.751,0.971,4.573,0.0033,-0.0016,9.8051,-0.0256,-0.0037,-0.0546,0.0074,LOW,0
16-10-2024 06:00,16-10-2024,06:00:00,0,0,10.44,43.38,2.793,27.93,-0.491,3.677,0.751,0.97,4.678,0.0174,-0.0064,9.7994,0.0143,-0.0338,0.1064,0.0235,LOW,0
16-10-2024 07:00,16-10-2024,07:00:00,6.74,6.74,17.18,43.01,2.874,28.74,-0.392,3.673,0.751,0.969,4.791,0.008,-0.0185,9.7811,-0.0134,-0.0466,-0.0025,0.0036,LOW,0
16-10-2024 08:00,16-10-2024,08:00:00,0,6.74,17.18,43.01,2.819,28.19,-0.373,3.678,0.751,0.967,4.481,0.0158,0.0095,9.8262,0.0355,-0.1235,-0.0278,0,LOW,0
16-10-2024 09:00,16-10-2024,09:00:00,0,6.74,9.66,43.01,2.768,27.68,-0.561,3.685,0.752,0.966,4.401,0.011,-0.0142,9.798,-0.0007,0.0791,0.0406,0,LOW,0
16-10-2024 10:00,16-10-2024,10:00:00,0,6.74,9.66,43.01,2.785,27.85,-0.537,3.692,0.752,0.965,4.537,0.013,0.0145,9.7995,0.0748,0.1128,0.0478,0.0043,LOW,0
16-10-2024 11:00,16-10-2024,11:00:00,0,6.74,9.66,43.01,2.792,27.92,-0.527,3.689,0.752,0.964,4.406,0.0104,-0.0061,9.7596,-0.0449,0.0058,-0.0425,0.0063,LOW,0
16-10-2024 12:00,16-10-2024,12:00:00,0,6.74,9.66,43.01,2.794,27.94,-0.506,3.689,0.752,0.962,4.466,-0.0072,-0.0186,9.8304,-0.1298,0.157,0.0527,0,LOW,0
16-10-2024 13:00,16-10-2024,13:00:00,5.11,5.11,11.85,48.12,2.865,28.65,-0.494,3.69,0.752,0.961,4.752,-0.0263,-0.0163,9.8077,0.0079,-0.0562,0.0053,0,LOW,0
16-10-2024 14:00,16-10-2024,14:00:00,0,5.11,11.85,48.12,2.847,28.47,-0.528,3.698,0.752,0.96,4.512,0.0095,0.0013,9.8491,0.0139,0.1833,-0.0577,0.0472,LOW,0
16-10-2024 15:00,16-10-2024,15:00:00,0,5.11,11.85,48.12,2.823,28.23,-0.566,3.696,0.752,0.959,4.605,-0.0058,0.0001,9.8283,0.0889,-0.0392,-0.0216,0,LOW,0
16-10-2024 16:00,16-10-2024,16:00:00,0,5.11,11.85,48.12,2.768,27.68,-0.555,3.701,0.752,0.957,4.699,-0.0175,-0.0172,9.8039,0.0397,0.0083,0.0148,0.0137,LOW,0
16-10-2024 17:00,16-10-2024,17:00:00,5.59,10.7,17.44,53.72,2.898,28.98,-0.403,3.703,0.752,0.956,4.753,-0.0011,-0.0085,9.8075,0.0962,-0.0155,0.0043,0.0083,LOW,0
16-10-2024 18:00,16-10-2024,18:00:00,0,10.7,17.44,53.72,2.931,29.31,-0.365,3.709,0.753,0.955,4.652,-0.0027,0.0096,9.7973,0.0131,-0.0116,-0.0222,0,LOW,0
16-10-2024 19:00,16-10-2024,19:00:00,0,5.59,17.44,53.72,2.893,28.93,-0.325,3.713,0.753,0.954,4.352,0.0086,0.0048,9.7999,-0.0553,0.1352,0.1131,0,LOW,0
16-10-2024 20:00,16-10-2024,20:00:00,0,5.59,17.44,53.72,2.855,28.55,-0.312,3.709,0.753,0.952,4.602,0.0132,-0.006,9.8634,-0.0326,-0.0413,0.0119,0,LOW,0
16-10-2024 21:00,16-10-2024,21:00:00,0,5.59,17.44,53.72,2.856,28.56,-0.274,3.711,0.753,0.951,4.699,0.0057,0.0202,9.7664,-0.1413,-0.0262,-0.0629,0,LOW,0
16-10-2024 22:00,16-10-2024,22:00:00,0,5.59,17.44,53.72,2.857,28.57,-0.28,3.707,0.753,0.95,4.626,-0.0051,-0.033,9.8006,-0.0434,0.1211,-0.0328,0,LOW,0
16-10-2024 23:00,16-10-2024,23:00:00,0,0,17.44,53.72,2.844,28.44,-0.302,3.707,0.753,0.949,4.671,-0.0315,-0.0157,9.7794,0.0195,0.0367,0.0077,0.0177,LOW,0
17-10-2024 00:00,17-10-2024,00:00:00,0,0,17.44,53.72,2.849,28.49,-0.222,3.717,0.753,0.947,4.523,-0.0072,-0.0134,9.7645,0.1836,0.0136,-0.1199,0,LOW,0
17-10-2024 01:00,17-10-2024,01:00:00,0,0,17.44,53.72,2.793,27.93,-0.228,3.715,0.753,0.946,4.614,0.0005,0.0175,9.8142,-0.014,-0.003,0.0038,0,LOW,0
17-10-2024 02:00,17-10-2024,02:00:00,0,0,17.44,53.72,2.761,27.61,-0.223,3.711,0.754,0.945,4.681,0.0272,0.0112,9.8041,0.0195,-0.0345,-0.0514,0.0123,LOW,0
17-10-2024 03:00,17-10-2024,03:00:00,0,0,17.44,53.72,2.708,27.08,-0.249,3.71,0.754,0.943,4.772,-0.0203,0.0369,9.809,-0.2019,-0.0619,-0.0314,0.028,LOW,0
17-10-2024 04:00,17-10-2024,04:00:00,0,0,17.44,53.72,2.656,26.56,-0.264,3.714,0.754,0.942,4.523,-0.031,0.0083,9.852,0.017,0.117,-0.0503,0.0334,LOW,0
17-10-2024 05:00,17-10-2024,05:00:00,0,0,17.44,53.72,2.619,26.19,-0.238,3.718,0.754,0.941,4.52,0.0085,-0.0004,9.7787,0.0295,-0.096,-0.0918,0.0031,LOW,0
17-10-2024 06:00,17-10-2024,06:00:00,0,0,17.44,53.72,2.629,26.29,-0.165,3.72,0.754,0.94,4.788,0.0006,0.0325,9.876,0.0458,0.0026,0.1106,0.016,LOW,0
17-10-2024 07:00,17-10-2024,07:00:00,0,0,10.7,53.72,2.622,26.22,-0.252,3.715,0.754,0.938,4.556,-0.0127,-0.0141,9.7866,0.0336,-0.0301,-0.0705,0.0199,LOW,0
17-10-2024 08:00,17-10-2024,08:00:00,0,0,10.7,53.72,2.586,25.86,-0.233,3.714,0.754,0.937,4.623,0.0111,-0.0113,9.7797,-0.1021,0.1041,-0.071,0.0061,LOW,0
17-10-2024 09:00,17-10-2024,09:00:00,0,0,10.7,41.62,2.498,24.98,-0.27,3.722,0.755,0.936,4.626,-0.0186,-0.0203,9.8025,-0.0413,0.0652,-0.0577,0,LOW,0
17-10-2024 10:00,17-10-2024,10:00:00,0,0,10.7,41.62,2.476,24.76,-0.31,3.713,0.755,0.934,4.593,0.0354,0.0112,9.8251,0.0114,0.0657,-0.0014,0.0092,LOW,0
17-10-2024 11:00,17-10-2024,11:00:00,0,0,10.7,41.62,2.453,24.53,-0.338,3.715,0.755,0.933,4.826,0.0146,0.0019,9.8002,-0.0206,-0.0201,-0.0049,0,LOW,0
17-10-2024 12:00,17-10-2024,12:00:00,13.77,13.77,24.47,55.38,2.718,27.18,-0.076,3.713,0.755,0.932,4.564,0.0138,-0.0019,9.8023,-0.0311,0.028,0.0021,0.0182,LOW,0
17-10-2024 13:00,17-10-2024,13:00:00,0,13.77,19.36,55.38,2.768,27.68,-0.097,3.716,0.755,0.931,4.686,0.0037,0.0016,9.8286,-0.1333,-0.1111,0.0265,0,LOW,0
17-10-2024 14:00,17-10-2024,14:00:00,0,13.77,19.36,51.37,2.773,27.73,-0.074,3.717,0.755,0.929,4.54,0.0051,0.0007,9.8438,0.0396,0.0416,0.0988,0,LOW,0
17-10-2024 15:00,17-10-2024,15:00:00,0,13.77,19.36,51.37,2.822,28.22,-0.002,3.708,0.756,0.928,4.813,-0.006,-0.0236,9.8363,-0.1169,-0.0016,-0.0172,0.0257,LOW,0
17-10-2024 16:00,17-10-2024,16:00:00,0,13.77,19.36,51.37,2.855,28.55,0.088,3.712,0.756,0.927,4.49,0.0062,0.0219,9.8717,0.0465,-0.0628,-0.0792,0.0016,LOW,0
17-10-2024 17:00,17-10-2024,17:00:00,0,13.77,13.77,41.65,2.839,28.39,-0.059,3.706,0.756,0.925,4.661,0.005,-0.0093,9.8246,-0.0965,-0.1196,-0.0147,0,LOW,0
17-10-2024 18:00,17-10-2024,18:00:00,0,0,13.77,41.65,2.795,27.95,-0.136,3.699,0.756,0.924,4.305,0.02,0.007,9.8443,-0.0434,0.0864,0.0509,0.0131,LOW,0
17-10-2024 19:00,17-10-2024,19:00:00,6.1,6.1,19.87,47.76,2.907,29.07,0.014,3.699,0.756,0.923,4.55,-0.0009,-0.0105,9.7866,0.0238,0.087,-0.0173,0,LOW,0
17-10-2024 20:00,17-10-2024,20:00:00,0,6.1,19.87,47.76,2.91,29.1,0.055,3.696,0.757,0.921,4.651,0.0038,-0.0068,9.8003,-0.0653,-0.0095,0.0124,0,LOW,0
17-10-2024 21:00,17-10-2024,21:00:00,0,6.1,19.87,47.76,2.932,29.32,0.076,3.692,0.757,0.92,4.409,-0.0172,-0.0049,9.8189,-0.0182,-0.0256,0.0306,0,LOW,0
17-10-2024 22:00,17-10-2024,22:00:00,0,6.1,19.87,47.76,2.956,29.56,0.1,3.689,0.757,0.919,4.537,0.014,0.0014,9.7943,0.0082,0.0152,0.0907,0.0214,LOW,0
17-10-2024 23:00,17-10-2024,23:00:00,0,6.1,19.87,47.76,2.945,29.45,0.101,3.685,0.757,0.917,4.965,0.0019,0.0144,9.8223,-0.1925,0.0111,-0.1029,0.0392,LOW,0
18-10-2024 00:00,18-10-2024,00:00:00,0,6.1,19.87,47.76,2.955,29.55,0.105,3.694,0.757,0.916,4.452,0.0064,-0.0075,9.7946,0.1807,-0.0665,0.0351,0,LOW,0
18-10-2024 01:00,18-10-2024,01:00:00,0,0,19.87,47.76,2.965,29.65,0.173,3.696,0.758,0.915,4.612,0.0106,-0.0061,9.836,0.0071,-0.0924,0.1777,0.0591,LOW,0
18-10-2024 02:00,18-10-2024,02:00:00,0,0,19.87,47.76,2.91,29.1,0.149,3.695,0.758,0.914,4.402,0.0069,-0.0071,9.8205,-0.057,0.0765,-0.0319,0.0058,LOW,0
18-10-2024 03:00,18-10-2024,03:00:00,0,0,19.87,47.76,2.867,28.67,0.159,3.7,0.758,0.912,4.447,-0.0073,-0.0106,9.7933,-0.0912,-0.045,-0.001,0,LOW,0
18-10-2024 04:00,18-10-2024,04:00:00,0,0,19.87,47.76,2.798,27.98,0.141,3.699,0.758,0.911,4.628,0.0177,0.0058,9.8695,-0.1048,0.0507,0.1008,0.0098,LOW,0
18-10-2024 05:00,18-10-2024,05:00:00,13.15,13.15,33.02,60.9,3.06,30.6,0.441,3.697,0.767,0.916,4.549,0.0064,0.02,9.7688,-0.0706,-0.0595,-0.0537,0,LOW,0
18-10-2024 06:00,18-10-2024,06:00:00,0,13.15,33.02,60.9,3.103,31.03,0.474,3.703,0.774,0.918,4.477,-0.0012,0.0066,9.8011,-0.0285,0.0703,-0.0204,0.0081,LOW,0
18-10-2024 07:00,18-10-2024,07:00:00,0,13.15,33.02,60.9,3.086,30.86,0.464,3.699,0.772,0.915,4.517,0.0105,-0.0026,9.8341,0.0851,-0.0935,0.0183,0,LOW,0
18-10-2024 08:00,18-10-2024,08:00:00,0,13.15,33.02,60.9,3.134,31.34,0.548,3.692,0.779,0.919,4.706,0.0075,0.0266,9.7922,-0.0529,0.0057,0.0278,0.0005,LOW,0
18-10-2024 09:00,18-10-2024,09:00:00,10.46,23.61,43.47,63.84,3.4,34,0.902,3.697,0.819,0.944,4.544,-0.0062,-0.01,9.7715,0.0124,-0.1318,-0.0901,0.0112,LOW,0
18-10-2024 10:00,18-10-2024,10:00:00,0,23.61,43.47,63.84,3.484,34.84,1.008,3.698,0.832,0.951,4.64,0.0161,0.002,9.7784,-0.0497,-0.0255,-0.0161,0,LOW,0
18-10-2024 11:00,18-10-2024,11:00:00,0,10.46,43.47,63.84,3.486,34.86,1.033,3.699,0.833,0.95,4.36,0.016,0.0229,9.8252,-0.2119,-0.2231,-0.0971,0,LOW,0
18-10-2024 12:00,18-10-2024,12:00:00,0,10.46,29.71,63.84,3.498,34.98,0.78,3.697,0.835,0.95,4.503,-0.0351,-0.0188,9.8173,0.0779,-0.1264,0.0365,0,LOW,0
18-10-2024 13:00,18-10-2024,13:00:00,0,10.46,29.71,60.92,3.555,35.55,0.787,3.701,0.843,0.954,4.516,-0.0171,-0.0028,9.8156,0.012,-0.0639,0.0206,0,LOW,0
18-10-2024 14:00,18-10-2024,14:00:00,0,10.46,29.71,60.92,3.558,35.58,0.786,3.693,0.844,0.953,4.478,-0.0211,0.0064,9.8154,0.0207,0.0722,-0.0348,0.0006,LOW,0
18-10-2024 15:00,18-10-2024,15:00:00,0,0,29.71,60.92,3.475,34.75,0.653,3.681,0.832,0.944,4.55,-0.0227,0.0046,9.8291,0.0353,0.0459,-0.0013,0,LOW,0
18-10-2024 16:00,18-10-2024,16:00:00,7.37,7.37,37.08,68.29,3.649,36.49,0.794,3.679,0.858,0.96,4.528,0.0167,-0.0057,9.7654,0.1205,0.0524,0.0862,0,LOW,0
18-10-2024 17:00,18-10-2024,17:00:00,0,7.37,37.08,68.29,3.671,36.71,0.832,3.683,0.862,0.961,4.651,-0.0129,0.0252,9.861,0.1797,-0.1319,-0.0719,0.0227,LOW,0
18-10-2024 18:00,18-10-2024,18:00:00,0,7.37,37.08,68.29,3.681,36.81,0.886,3.691,0.864,0.96,4.696,0.0144,-0.0068,9.7815,0.1071,-0.1328,0.0263,0,LOW,0
18-10-2024 19:00,18-10-2024,19:00:00,0,7.37,30.97,68.29,3.696,36.96,0.789,3.695,0.866,0.96,4.487,0.0065,-0.0106,9.8015,0.0195,0.1561,-0.0547,0,LOW,0
18-10-2024 20:00,18-10-2024,20:00:00,0,7.37,30.97,68.29,3.698,36.98,0.788,3.689,0.867,0.959,4.705,0.004,-0.0023,9.8322,0.0295,0.0537,0.0578,0.0422,LOW,0
18-10-2024 21:00,18-10-2024,21:00:00,0,7.37,30.97,68.29,3.739,37.39,0.807,3.684,0.873,0.962,4.472,-0.0083,-0.0162,9.8013,0.0501,0.0497,-0.0167,0,LOW,0
18-10-2024 22:00,18-10-2024,22:00:00,0,0,30.97,68.29,3.728,37.28,0.771,3.692,0.872,0.959,4.574,-0.012,-0.0243,9.8092,-0.1107,0.056,-0.0555,0.0043,LOW,0
18-10-2024 23:00,18-10-2024,23:00:00,14.36,14.36,45.33,82.64,4.019,40.19,1.074,3.698,0.916,0.987,4.398,-0.0119,0.0121,9.7713,-0.0557,-0.0638,-0.0098,0.0166,LOW,0
19-10-2024 00:00,19-10-2024,00:00:00,0,14.36,45.33,82.64,4.096,40.96,1.142,3.701,0.927,0.994,4.523,0.0091,0.001,9.7775,-0.0736,0.0789,0.0689,0.0047,LOW,0
19-10-2024 01:00,19-10-2024,01:00:00,0,14.36,45.33,82.64,4.18,41.8,1.214,3.707,0.94,1.001,4.74,0.0048,-0.0068,9.7688,0.0153,-0.0324,-0.0496,0,LOW,0
19-10-2024 02:00,19-10-2024,02:00:00,0,14.36,45.33,82.64,4.239,42.39,1.329,3.709,0.949,1.005,4.572,-0.0437,0.0159,9.8138,0.0491,0.0888,-0.0129,0.0091,LOW,0
19-10-2024 03:00,19-10-2024,03:00:00,0,14.36,45.33,82.64,4.285,42.85,1.418,3.708,0.957,1.008,4.523,0.0203,0.0026,9.8172,0.1537,-0.1229,-0.0574,0.0052,LOW,0
19-10-2024 04:00,19-10-2024,04:00:00,0,14.36,45.33,82.64,4.298,42.98,1.501,3.708,0.959,1.008,4.313,-0.0039,-0.0039,9.816,-0.1651,0.1664,-0.0957,0.0032,LOW,0
19-10-2024 05:00,19-10-2024,05:00:00,0,0,32.18,82.64,4.276,42.76,1.216,3.712,0.956,1.005,4.545,0.0019,-0.0122,9.8106,0.0134,-0.0751,0.0405,0,LOW,0
19-10-2024 06:00,19-10-2024,06:00:00,0,0,32.18,82.64,4.248,42.48,1.145,3.714,0.952,1.001,4.563,0.0115,-0.0051,9.825,-0.0677,0.0749,0.0929,0.0222,LOW,0
19-10-2024 07:00,19-10-2024,07:00:00,0,0,32.18,75.9,4.209,42.09,1.123,3.703,0.946,0.995,4.494,-0.0177,-0.0035,9.8444,0.0181,0.0904,-0.2194,0,LOW,0
19-10-2024 08:00,19-10-2024,08:00:00,0,0,32.18,75.9,4.19,41.9,1.056,3.708,0.944,0.992,4.509,-0.0223,0.0143,9.7391,0.053,-0.173,0.0457,0,LOW,0
19-10-2024 09:00,19-10-2024,09:00:00,13.52,13.52,35.25,89.42,4.456,44.56,1.056,3.712,0.984,1.017,4.536,-0.013,-0.0091,9.8469,0.0298,-0.0954,0.0295,0.0115,LOW,0
19-10-2024 10:00,19-10-2024,10:00:00,0,13.52,35.25,89.42,4.486,44.86,1.002,3.715,0.989,1.019,4.551,0.018,0.0034,9.8086,0.0784,-0.067,-0.0736,0,LOW,0
19-10-2024 11:00,19-10-2024,11:00:00,0,13.52,35.25,89.42,4.528,45.28,1.041,3.724,0.995,1.022,4.525,0.0002,-0.0021,9.8391,0.0437,-0.0778,0.103,0,LOW,0
19-10-2024 12:00,19-10-2024,12:00:00,0,13.52,35.25,89.42,4.509,45.09,1.011,3.72,0.993,1.019,4.686,0.0164,-0.009,9.7726,-0.0454,0.0326,0.0481,0.0263,LOW,0
19-10-2024 13:00,19-10-2024,13:00:00,0,13.52,35.25,84.31,4.499,44.99,0.944,3.714,0.992,1.016,4.421,-0.037,0.0043,9.8011,-0.0967,0.0364,0.0272,0.0041,LOW,0
19-10-2024 14:00,19-10-2024,14:00:00,0,13.52,35.25,84.31,4.491,44.91,0.933,3.718,0.991,1.014,4.729,-0.0029,0.0052,9.8028,-0.0317,0.0498,0.0005,0.0109,LOW,0
19-10-2024 15:00,19-10-2024,15:00:00,0,0,35.25,84.31,4.501,45.01,1.027,3.714,0.993,1.014,4.511,-0.0179,-0.009,9.8121,0.0493,-0.1066,0.0548,0.0111,LOW,0
19-10-2024 16:00,19-10-2024,16:00:00,0,0,27.88,84.31,4.47,44.7,0.821,3.724,0.988,1.009,4.606,0.0155,-0.0072,9.8143,0.1107,-0.0244,0.0317,0.0028,LOW,0
19-10-2024 17:00,19-10-2024,17:00:00,0,0,27.88,78.72,4.441,44.41,0.77,3.721,0.984,1.005,4.669,-0.0066,-0.0119,9.7683,0.1457,-0.0774,0.0265,0,LOW,0
19-10-2024 18:00,19-10-2024,18:00:00,7.38,7.38,35.26,86.1,4.594,45.94,0.913,3.717,1.007,1.019,4.563,-0.0161,0.0159,9.8136,0.1479,-0.1042,-0.1614,0,LOW,0
19-10-2024 19:00,19-10-2024,19:00:00,0,7.38,35.26,86.1,4.557,45.57,0.861,3.715,1.002,1.014,4.535,-0.0051,0.021,9.7611,0.0176,0.0915,-0.0364,0,LOW,0
19-10-2024 20:00,19-10-2024,20:00:00,0,7.38,35.26,86.1,4.496,44.96,0.798,3.714,0.993,1.006,4.556,-0.0258,-0.0045,9.8237,-0.014,0.0705,-0.0744,0,LOW,0
19-10-2024 21:00,19-10-2024,21:00:00,0,7.38,35.26,86.1,4.485,44.85,0.746,3.712,0.992,1.004,4.304,0.0004,0.0107,9.7999,0.1606,-0.0585,-0.0689,0,LOW,0
19-10-2024 22:00,19-10-2024,22:00:00,0,7.38,35.26,86.1,4.499,44.99,0.771,3.711,0.994,1.004,4.218,-0.0177,-0.0114,9.8039,0.0512,0.1266,0.159,0.0424,LOW,0
19-10-2024 23:00,19-10-2024,23:00:00,0,7.38,20.9,86.1,4.467,44.67,0.448,3.71,0.99,0.999,4.626,-0.0171,-0.0038,9.8015,0.1291,0.1173,0.1453,0,LOW,0
20-10-2024 00:00,20-10-2024,00:00:00,0,0,20.9,86.1,4.378,43.78,0.282,3.701,0.977,0.989,4.495,-0.0004,0.0114,9.7503,0.0182,-0.0703,0.0052,0.0171,LOW,0
20-10-2024 01:00,20-10-2024,01:00:00,0,0,20.9,86.1,4.301,43.01,0.122,3.705,0.966,0.98,4.431,-0.0325,-0.0073,9.7741,0.0417,0.0272,-0.02,0.0287,LOW,0
20-10-2024 02:00,20-10-2024,02:00:00,0,0,20.9,86.1,4.219,42.19,-0.02,3.702,0.954,0.97,4.559,-0.0056,-0.0053,9.8403,-0.1652,0.0419,0.1404,0,LOW,0
20-10-2024 03:00,20-10-2024,03:00:00,0,0,20.9,86.1,4.153,41.53,-0.131,3.702,0.944,0.962,4.513,-0.0087,-0.0146,9.8352,0.023,0.0365,0.0097,0.0044,LOW,0
20-10-2024 04:00,20-10-2024,04:00:00,0,0,20.9,86.1,4.075,40.75,-0.223,3.695,0.933,0.953,4.376,0.0197,-0.0067,9.8409,0.0486,-0.0734,0.0126,0,LOW,0
20-10-2024 05:00,20-10-2024,05:00:00,0,0,20.9,86.1,4.03,40.3,-0.246,3.686,0.926,0.947,4.644,0.0102,0.008,9.845,0.0077,0.1305,0.0611,0.0413,LOW,0
20-10-2024 06:00,20-10-2024,06:00:00,0,0,20.9,86.1,3.969,39.69,-0.279,3.686,0.918,0.94,4.665,-0.0122,0.0082,9.7596,0.0464,-0.0049,0.0555,0,LOW,0
20-10-2024 07:00,20-10-2024,07:00:00,0,0,20.9,86.1,3.938,39.38,-0.271,3.696,0.913,0.935,4.553,-0.013,-0.009,9.7625,-0.0649,0.0075,0.0997,0.0485,LOW,0
20-10-2024 08:00,20-10-2024,08:00:00,0,0,20.9,86.1,3.868,38.68,-0.321,3.705,0.903,0.927,4.547,0.0058,-0.0163,9.8284,-0.2223,0.0239,-0.0458,0.011,LOW,0
20-10-2024 09:00,20-10-2024,09:00:00,0,0,7.38,86.1,3.814,38.14,-0.642,3.7,0.895,0.92,4.525,-0.0003,0.0092,9.8126,0.0807,0.0233,-0.1911,0.0195,LOW,0
20-10-2024 10:00,20-10-2024,10:00:00,0,0,7.38,86.1,3.753,37.53,-0.733,3.696,0.887,0.912,4.54,0.0199,-0.0262,9.8404,-0.1031,0.0799,-0.0611,0,LOW,0
20-10-2024 11:00,20-10-2024,11:00:00,0,0,7.38,86.1,3.704,37.04,-0.823,3.697,0.88,0.906,4.566,0.0031,0.0132,9.7982,0.1598,0.0652,-0.0114,0.0134,LOW,0
20-10-2024 12:00,20-10-2024,12:00:00,0,0,7.38,72.34,3.66,36.6,-0.849,3.682,0.873,0.9,4.467,0.0032,0.0233,9.7686,0.0225,-0.0136,0.0867,0,LOW,0
20-10-2024 13:00,20-10-2024,13:00:00,0,0,7.38,72.34,3.619,36.19,-0.88,3.678,0.868,0.895,4.619,0.0101,0.0161,9.8567,0.1793,0.0516,0.0068,0.0116,LOW,0
20-10-2024 14:00,20-10-2024,14:00:00,0,0,7.38,72.34,3.583,35.83,-0.908,3.68,0.863,0.89,4.542,0.0238,0.0079,9.8018,-0.0859,0.0268,-0.0793,0.0206,LOW,0
20-10-2024 15:00,20-10-2024,15:00:00,7.85,7.85,15.23,80.19,3.723,37.23,-0.778,3.679,0.884,0.903,4.614,0.0017,0.0043,9.8016,-0.0127,-0.0182,0.0348,0.0199,LOW,0
20-10-2024 16:00,20-10-2024,16:00:00,0,7.85,15.23,80.19,3.714,37.14,-0.756,3.668,0.883,0.9,4.671,0.0116,-0.0049,9.8264,-0.0241,0.0423,-0.0791,0,LOW,0
20-10-2024 17:00,20-10-2024,17:00:00,0,7.85,15.23,80.19,3.68,36.8,-0.761,3.657,0.878,0.895,4.523,-0.0008,-0.0084,9.8022,0.1296,0.1089,-0.0358,0.0404,LOW,0
20-10-2024 18:00,20-10-2024,18:00:00,0,7.85,7.85,80.19,3.676,36.76,-0.918,3.649,0.878,0.894,4.558,-0.0113,-0.0036,9.8236,-0.0379,0.0418,0.0557,0,LOW,0
20-10-2024 19:00,20-10-2024,19:00:00,0,7.85,7.85,74.08,3.633,36.33,-0.924,3.649,0.872,0.888,4.594,0.0101,-0.0186,9.795,0,0.0687,0.0289,0.0343,LOW,0
20-10-2024 20:00,20-10-2024,20:00:00,0,7.85,7.85,74.08,3.601,36.01,-0.895,3.644,0.868,0.883,4.525,-0.0096,-0.0281,9.8259,-0.0515,0.1069,0.1045,0.0169,LOW,0
20-10-2024 21:00,20-10-2024,21:00:00,0,0,7.85,74.08,3.524,35.24,-0.961,3.653,0.856,0.874,4.474,-0.0178,-0.0118,9.7968,0.0646,0.0559,0.031,0,LOW,0
20-10-2024 22:00,20-10-2024,22:00:00,0,0,7.85,74.08,3.448,34.48,-1.051,3.646,0.845,0.865,4.536,-0.0063,-0.003,9.8547,-0.104,0.1078,0.0471,0.0254,LOW,0
20-10-2024 23:00,20-10-2024,23:00:00,0,0,7.85,74.08,3.387,33.87,-1.08,3.653,0.837,0.858,4.67,0.0086,-0.0123,9.8383,0.0897,0.0404,0.025,0,LOW,0
21-10-2024 00:00,21-10-2024,00:00:00,0,0,7.85,74.08,3.33,33.3,-1.048,3.646,0.829,0.851,4.222,-0.001,-0.0028,9.8239,-0.0198,-0.1117,-0.094,0.0474,LOW,0
21-10-2024 01:00,21-10-2024,01:00:00,0,0,7.85,74.08,3.259,32.59,-1.042,3.661,0.818,0.842,4.601,0.0197,0.0028,9.8269,0.0475,-0.1092,-0.1392,0,LOW,0
21-10-2024 02:00,21-10-2024,02:00:00,0,0,7.85,74.08,3.21,32.1,-1.009,3.665,0.811,0.836,4.529,0.014,0.0229,9.8324,-0.0794,0.019,0.0015,0,LOW,0
21-10-2024 03:00,21-10-2024,03:00:00,0,0,7.85,74.08,3.166,31.66,-0.987,3.652,0.805,0.83,4.447,0.0355,-0.0031,9.7939,-0.0516,-0.0789,-0.0186,0.0007,LOW,0
21-10-2024 04:00,21-10-2024,04:00:00,0,0,7.85,74.08,3.105,31.05,-0.97,3.659,0.796,0.822,4.613,-0.0017,-0.0014,9.7945,-0.0287,-0.033,-0.1663,0,LOW,0
21-10-2024 05:00,21-10-2024,05:00:00,0,0,7.85,60.94,3.116,31.16,-0.914,3.657,0.798,0.822,4.363,0.0094,-0.0148,9.7926,0.0542,-0.1184,-0.1326,0.0196,LOW,0
21-10-2024 06:00,21-10-2024,06:00:00,0,0,7.85,60.94,3.077,30.77,-0.892,3.662,0.793,0.817,4.459,0.023,0.0001,9.7861,-0.1138,-0.0826,-0.0734,0.0197,LOW,0
